date,card_number,type,amount
2018-06-25,3584319501857579,T,443
2018-11-15,342056719446543,E,131
2018-04-01,4909852457809380,C,688
2018-05-12,2507361892997412,F,638
2018-01-29,4082133087528529,F,689
2017-11-22,36498377331297,C,900
2019-09-29,4293820630575156,F,109
2019-01-18,3587253750814345,R,48
2019-09-27,3557187281685731,R,239
2018-03-30,3571780520568882,F,858
2020-07-01,3599964587944081,C,347
2019-12-23,4485567783155806925,F,138
2018-07-23,5328211814202625,C,858
2020-02-26,213151236450155,T,797
2017-09-28,5400495178351513,E,445
2020-04-19,2231325711447878,R,783
2019-01-20,4576639116445124,F,82
2018-01-13,4094391837217381,R,516
2019-02-18,2285162741189831,F,949
2018-03-08,379218698290542,R,848
2019-02-25,3565458770004381,F,603
2017-11-05,4242453977237,B,36
2018-02-05,4361734159164838,B,916
2018-12-12,38893939822494,E,28
2019-01-21,568449035001,R,764
2019-01-16,3586262713973867,F,777
2020-08-02,4518832926192483961,E,232
2018-02-18,4298191497970632,F,295
2018-08-05,4200850093153623,T,759
2019-11-03,2434549183812278,F,528
2018-04-04,4031544817976419730,E,568
2019-10-03,4943549075132694,B,868
2018-04-03,4370246391754309,E,1
2020-09-13,348864995786688,R,980
2018-12-20,180067619804694,T,622
2019-10-21,4044169793002108174,T,138
2018-06-12,4845184046451202,F,380
2019-04-23,378178146935869,E,457
2019-01-05,180096958254013,C,634
2019-05-13,379349012550566,R,932
2018-07-21,4155707445878,B,129
2020-08-17,4229369450896,F,526
2019-01-10,4541301951041,E,492
2020-06-01,3588321881789907,R,314
2017-12-07,4835286491197255,C,794
2018-08-09,4772447046319,E,396
2020-07-09,30071168491624,R,915
2019-03-05,342441020693282,T,640
2020-05-22,4665747041600161853,E,751
2019-12-19,6011888613261546,C,851
2020-02-15,30085789474066,B,116
2020-01-19,3503653519668539,B,558
2020-07-08,4679319375249655548,R,605
2018-09-14,6563401282601935,E,970
2019-11-29,4792095363478011,R,905
2018-06-12,4383275785111093795,R,38
2019-01-26,3542414396131114,E,921
2018-04-16,3599011971618788,T,347
2019-10-12,4661347233538955,T,35
2019-11-07,180000645743800,F,805
2018-02-01,6507662762827485,E,697
2019-09-10,4996578919845290,B,102
2018-10-22,3516719655695415,C,138
2019-04-18,4061953542202060105,E,437
2019-08-04,4593763035888457754,B,638
2017-12-15,4698995359035169,R,431
2019-01-06,4652025120704,F,854
2018-01-16,379514283657479,T,537
2017-12-22,6011581346460408,R,785
2018-11-28,36294643536342,F,620
2019-01-05,4707111614959859,F,250
2020-03-06,676253919812,B,559
2017-12-21,3545242183687023,B,492
2019-05-09,4011291899257715,C,35
2020-04-26,4880606357631,T,814
2020-08-27,3566385914016527,T,956
2020-04-24,6519886533269935,B,165
2018-10-06,4543325870846869,F,297
2018-09-21,370919544226841,F,837
2018-06-12,30522660707933,E,505
2020-05-30,6011683697049457,F,363
2018-11-17,373649044164849,C,718
2019-11-18,3540074777065133,E,637
2020-06-07,4385335347731561,R,718
2019-09-04,3522357993925723,C,759
2017-12-17,3594104737708723,R,913
2019-03-14,2237692660413662,F,814
2019-02-19,4321544839749186565,E,382
2018-02-16,348581816347785,E,817
2019-10-24,4802618957734420,E,55
2018-08-05,343895450352660,E,640
2020-03-01,30244709292492,B,309
2018-04-12,5381923047012761,F,267
2019-08-12,060417384462,R,712
2020-02-16,4661290260681,C,748
2019-01-05,347505842480501,T,974
2020-03-17,4582297989153801153,T,311
2017-12-29,4549971088309951053,B,678
2019-01-14,213123589826125,F,855
2019-03-14,4444197340174788,F,882
2020-08-22,3551897900468360,C,451
2017-12-24,3530570188666189,T,353
2019-12-25,4613325882445325,R,535
2017-12-10,3599091344496930,E,369
2020-01-25,6520945758745602,E,881
2018-07-18,676349522679,C,848
2020-04-20,3523963577529317,T,583
2018-10-25,4307898050658920,T,621
2018-12-11,6586860803086855,T,54
2019-10-13,4736138440966910,F,836
2019-12-18,5298348056327839,R,874
2018-10-02,3542570980682562,E,218
2019-02-11,3534758915636270,C,389
2017-09-30,3551997537680286,E,536
2018-05-30,4037102015926549,T,174
2020-03-11,379494984684413,B,185
2018-06-17,341874079731580,R,399
2019-02-13,213138797322022,E,751
2020-01-14,4046828710689037,F,625
2018-10-20,4371975434112153,B,906
2018-03-06,4712512612446175951,E,67
2018-12-29,4380947575177229,T,209
2018-11-16,180031824613126,B,107
2017-10-06,344680181818968,E,498
2019-10-29,6503107580613935,B,468
2019-06-24,4386744546257246,E,278
2019-12-16,3556669467671487,E,395
2018-06-06,4522674967251078,C,663
2018-07-07,38816096531996,F,451
2020-04-02,4431068771026505,R,692
2018-11-17,180018822698274,F,949
2020-02-12,3575610574931825,F,944
2018-11-02,3519509155229410,T,212
2019-12-24,3599380547296068,F,439
2019-11-03,4411498915694179,T,654
2020-08-18,3594366238098751,B,661
2019-03-03,180012844402294,F,112
2019-02-11,4551639647372564,C,437
2018-08-30,630403443934,B,607
2017-10-14,6526753211334087,B,294
2020-01-12,6595206468211777,T,685
2020-04-08,213169729243838,T,69
2020-06-05,4986673104762,E,424
2017-12-30,4766567753225,E,867
2019-07-03,2270259996716214,T,663
2019-08-26,676395243105,T,224
2019-11-03,4231378752888977,E,112
2019-08-29,2247467763634334,C,815
2018-08-08,3544439864584021,T,555
2018-10-22,213157639169896,E,219
2018-07-03,342748939331964,E,274
2018-10-28,6535026926328325,F,204
2018-03-10,30521812248622,T,392
2019-12-08,676106617563,T,572
2020-09-01,4230139334071,E,955
2018-12-24,3516594461134085,T,444
2019-10-12,4323913844069704,E,739
2019-05-21,3520452735685966,E,828
2020-08-04,3577797715011266,T,883
2018-03-10,3560974973546163,E,873
2018-01-23,4237638335715,B,169
2018-04-04,3592234868333884,T,226
2019-03-10,4791971645717353,E,779
2019-09-09,4581967700095481,E,398
2018-07-12,3561277798098595,E,700
2017-09-17,2668668846936949,B,99
2020-06-06,6011801945065626,C,597
2018-12-13,349328712736276,B,800
2019-01-04,213146712073182,F,294
2020-04-08,6011581486737607,B,29
2019-09-25,4137337648982209,C,638
2020-05-17,6528888492030315,B,314
2018-06-04,213111718996331,E,570
2018-04-05,4100508373796,R,248
2019-03-29,377993916967806,R,699
2018-11-30,4320727560780333,F,508
2018-02-12,4925635752330362,R,232
2020-01-31,4685353878669265858,E,457
2018-11-25,4268594519281,C,123
2019-11-02,378892225926173,T,226
2020-05-11,4871445164940,C,292
2020-07-09,4216661837131445259,E,217
2018-09-15,180058529512097,F,400
2019-06-16,501842354901,R,608
2017-11-15,3524476762383837,F,444
2020-03-13,6532885559156607,F,745
2018-01-07,2265030679032998,B,715
2019-10-11,30529106282181,R,212
2018-02-21,630457967614,E,108
2019-12-24,3561530562321894,B,284
2019-11-03,38146925281898,T,589
2018-08-05,4146083252672848,E,863
2018-11-21,3519434211283071,T,607
2020-09-08,30478512235476,R,464
2018-01-13,4013324533008,F,80
2019-06-26,2264804642840666,B,969
2020-06-30,4616744623810497,E,551
2019-10-09,3569092548402464,E,223
2020-01-08,376301035319829,T,869
2018-06-16,213159472207403,T,664
2020-06-17,180056033146691,F,282
2019-10-14,30256610152904,B,248
2019-03-13,4771962930902028,R,565
2018-05-28,345212279602838,B,453
2020-03-26,3518095686349894,C,263
2019-03-22,4787257617934911,B,942
2020-03-01,676216291176,E,158
2019-06-01,36221096144043,C,424
2018-02-01,4467543897751648569,C,613
2020-08-15,676177564124,R,538
2020-02-17,4605449948340,R,204
2019-09-24,4888288364567065,C,348
2018-08-07,4693494524381885,B,672
2018-02-25,4687640829913417265,B,348
2020-06-07,38735417948087,E,14
2019-08-03,6011172851124413,B,716
2019-06-08,4329828827192238,T,521
2018-08-12,676127167002,E,698
2020-08-06,36196763874322,B,568
2018-04-07,4228193797515741396,F,784
2018-09-24,503832776697,T,846
2019-01-27,378544505715574,F,912
2018-06-06,6582892955399715,R,206
2018-07-28,3535316240250884,C,281
2019-08-31,213117311133818,E,897
2020-01-28,4197607448006814,R,237
2018-04-22,4856937244011,E,353
2019-04-14,4365302536488514,B,707
2019-10-04,676247589275,E,948
2019-11-11,3518286775044328,B,527
2018-04-21,4309893820079759546,T,876
2018-03-14,30521140376707,C,321
2020-01-12,4253381149831,E,529
2020-06-03,4887399999396,C,350
2018-01-21,343235268763313,T,425
2020-04-29,4217820001927252,T,229
2020-08-22,6011101333053486,R,507
2017-12-24,4661446500980,B,364
2019-12-29,4917768650039574095,F,723
2018-08-03,4887912125725669,C,19
2019-09-22,6547636731778740,C,968
2019-03-29,30126887964887,C,414
2017-09-19,4479257489932491,T,434
2019-09-14,3576720905701620,C,747
2020-04-15,30425729684905,F,945
2019-12-02,675920135166,T,833
2018-09-09,4579302700342176,C,66
2020-06-28,6011459805446053,C,108
2018-04-04,4503929903690632650,E,630
2020-07-11,502087116211,C,710
2020-03-02,2484175864386744,E,830
2019-01-29,4372196318078688,R,253
2020-05-18,30000727389888,B,519
2020-07-26,2255788856130925,C,820
2018-10-24,3596370675893433,R,555
2018-01-15,4257274047816783,C,579
2019-02-18,6531191997614039,B,964
2018-01-17,4122128500089630,T,160
2018-09-18,630414568539,B,595
2019-11-10,2227876604693750,R,694
2018-08-08,3560105252769537,R,45
2018-03-07,4825779776954608,C,680
2019-01-07,4871735091511534,T,868
2018-10-06,344003828077676,F,382
2019-05-04,4414034805647,C,932
2018-03-03,4395883827130711,C,840
2019-05-21,3547071645509279,R,20
2018-07-11,4959534511178,C,595
2019-05-23,4388167781827387993,R,800
2019-04-01,676371551968,T,691
2019-02-21,676223624062,F,978
2018-10-19,180009240353287,E,722
2018-08-13,4567496991439172,B,122
2018-12-11,4024173290939122,E,580
2018-04-12,213113418987230,F,688
2018-09-14,4429160514026753,C,28
2017-11-16,373617776351645,C,11
2019-06-20,38694680078454,C,934
2019-08-28,4788187408714223,E,874
2020-05-14,2573177185525945,F,875
2020-01-20,4871800446740508418,F,550
2018-02-14,4275300073554390,F,319
2018-02-18,4245839628648,C,401
2017-11-03,4055604273794037,B,981
2020-05-01,4366654201830838086,B,555
2018-04-24,501840559576,F,150
2019-05-28,180082771661014,C,330
2018-05-24,3535287760375189,T,926
2020-04-23,4338827325962430,T,771
2019-09-18,213153478805286,B,615
2018-12-02,4778733453655,C,539
2020-05-11,676124974210,B,200
2019-09-08,371194063025821,R,42
2019-04-22,3597946265116878,E,766
2019-05-01,213162752742446,T,461
2020-02-25,4740646932344283,T,190
2020-06-27,4110190362634055,F,181
2019-11-08,4973638403924535,C,14
2018-06-21,180055092467667,T,341
2019-01-08,6011264697286264,B,473
2018-11-07,4606770655344339,F,853
2020-02-28,6579446021366094,E,501
2019-09-23,2258893370099726,F,881
2017-11-01,4832284501246,E,350
2019-09-15,4700242876485346,E,194
2019-06-13,4820368522195825605,F,346
2018-10-12,4387738273916452,R,957
2019-12-19,375908909260466,C,103
2018-05-19,4109762139312224,B,648
2020-06-19,4187013473927184,E,930
2019-01-03,4825455292732477,R,340
2019-06-22,36095403265174,T,438
2018-04-27,3529872423202751,R,381
2018-10-28,3521247047848578,E,453
2019-08-24,3540014941568315,F,339
2018-05-27,2720784941526554,E,48
2019-02-24,180007231635274,F,496
2018-01-30,342899790831202,E,568
2018-06-16,3525123349679654,R,23
2018-03-01,6523523596336079,E,474
2018-07-28,30590773347376,C,286
2019-10-12,342674205985491,B,346
2017-11-20,180084171865567,B,976
2020-04-29,3554271957387310,C,290
2018-06-02,6011722442846617,R,966
2018-03-06,36130634474640,E,967
2018-06-16,4977388933261257,T,629
2019-08-13,371634044716071,B,428
2018-05-23,4208761957625,B,876
2018-01-09,4610968210225266,B,387
2017-12-22,4218142680125215402,E,607
2020-04-04,4059159983846973814,T,386
2019-10-09,4441406487280569824,B,741
2018-08-20,2349361425311190,B,613
2018-06-08,676394496647,C,687
2019-03-08,4256721283368,T,300
2020-04-13,6011070128562193,E,536
2017-11-13,30418296759093,F,282
2019-11-29,213154658549520,T,265
2018-09-01,4838094960274,R,514
2018-03-05,6540637850788590,R,30
2018-06-08,3548482423506362,B,478
2020-05-23,4104314742355953,F,973
2018-07-05,36306472488039,E,354
2020-01-09,3500388040125674,C,338
2018-02-16,4362676444128301,C,794
2019-12-05,6532249023201046,C,324
2017-12-25,6550011410363061,F,563
2019-11-06,6523702977507611,E,51
2020-04-05,4174940831752,B,314
2019-11-19,30024946904335,F,43
2019-11-09,3531069887252077,T,600
2020-06-23,6564004906069692,R,706
2020-04-24,180078705678249,F,916
2019-10-23,4187956815708375,C,665
2020-07-06,3597701116635521,C,513
2019-01-26,30235327520587,B,707
2017-12-31,4506684156706808073,E,589
2019-04-27,4480815405916844,B,937
2019-03-04,3556772361207133,T,404
2018-09-12,38262484025509,C,271
2018-11-19,501827186492,T,283
2018-07-29,30506557871696,C,942
2019-08-24,3564411285239506,F,479
2019-04-03,4138022613420,E,765
2017-10-08,4124608319955731,T,495
2020-09-12,560502477139,B,929
2018-08-15,4801823933478354,B,141
2020-01-25,3566711471965501,C,44
2018-11-11,4577441741431098036,T,401
2020-05-05,566713495331,B,273
2020-04-29,4061302338288,B,125
2018-07-01,3542243388937844,B,497
2018-04-13,180063655838720,E,934
2018-03-27,4607904846688,C,745
2018-03-31,4084177793049,R,572
2018-11-15,4736046138680133,B,793
2019-06-06,4216802337426,R,813
2020-02-26,4045701520060478,F,411
2018-03-26,2720218055133014,B,42
2020-03-18,4209698072722723,F,72
2018-08-19,371070034437933,B,163
2018-06-08,4888179665637,F,392
2019-05-28,375322152816265,B,856
2018-12-23,4689076480819,C,837
2019-11-23,3508030136685680,R,146
2020-05-26,6537397241988970,C,679
2019-12-23,3534941912292939,R,102
2018-05-06,2520443758467327,E,606
2020-02-26,501826284504,T,985
2020-02-16,583795204218,T,832
2018-02-24,346117419155630,F,719
2019-11-16,30224600866586,C,798
2018-11-09,4114759258510193,B,996
2019-06-28,4548674911034133,E,954
2019-05-26,4163020466275129188,B,397
2019-03-26,4587191978672715404,R,598
2019-08-06,4174636976848856,B,521
2019-07-19,347534288930928,B,861
2019-08-11,3505125501938301,T,323
2018-07-07,6504015952830889,F,226
2017-12-31,4108477848417713941,R,666
2020-08-13,2720903610050213,B,23
2019-07-01,3539515866240113,E,452
2019-05-01,3598673493936286,C,28
2019-12-07,4004091589497,F,465
2019-01-02,4094354263096117,E,981
2020-01-23,213140830382401,B,908
2018-09-25,3514777042517066,E,965
2018-03-05,3534883122132887,T,654
2018-06-01,6525012131351213,F,710
2019-08-31,4624309716592053,B,904
2018-06-07,213157115101041,C,74
2018-01-21,4869634293029243,B,871
2018-12-12,3536612132243683,C,744
2019-01-09,4809911463130330127,B,768
2018-07-02,4786500744594,E,923
2019-06-01,676333817184,R,160
2019-12-04,30264914681156,B,397
2020-09-05,3533840324838498,C,661
2020-02-25,4320307456710734,C,463
2019-01-29,4793670809903605,F,778
2019-09-14,4491532588345595,E,367
2019-03-20,2264424629652685,R,100
2017-10-04,347539528411753,B,258
2020-09-07,373073219985195,R,654
2019-07-06,5203938158871231,F,413
2020-07-05,6011017996275358,T,358
2020-01-19,30075684094820,R,117
2019-04-04,4006593339195166,F,902
2019-07-21,30340120421882,C,484
2019-05-25,4645218834502676826,R,171
2018-09-25,4024575610775,C,229
2018-07-02,2304585026978899,C,386
2018-07-25,6011578549566189,B,735
2020-04-14,4468636404826213648,B,420
2018-12-29,6524276465493989,E,583
2018-01-28,4360821231271557,F,693
2018-09-20,2482166786809451,B,189
2019-10-17,3503563827191316,B,567
2020-06-19,6011224316471978,T,365
2019-02-28,375711999016883,R,750
2019-07-20,4571605096099916309,B,943
2020-07-31,3510049536976552,B,987
2019-05-26,4792966789856356470,T,442
2019-09-03,562460730020,E,1
2018-09-14,30246776388541,T,143
2019-12-30,4385998453481162,R,470
2019-05-06,4639807317558145,F,646
2018-10-29,4122200612461,C,540
2019-02-16,3597144709386832,T,13
2019-12-04,6555974602994750,E,507
2018-02-23,345695253681283,B,660
2018-06-15,2232650407050598,T,117
2020-08-02,4735424787350228,R,590
2018-03-03,5383984304434252,T,759
2020-01-08,4980703288190,F,957
2020-06-08,2287456186118703,B,52
2019-08-15,344572372742943,C,908
2018-03-22,503862466649,R,319
2019-10-10,4084011298923028,B,452
2018-06-19,4785219004969,B,310
2018-02-01,4784545166177713530,T,932
2019-11-25,4960493308411045547,B,183
2018-11-15,584805071928,F,735
2018-07-24,3547620552588443,E,408
2018-10-21,344331594755617,C,855
2019-06-21,676183175832,B,381
2020-01-13,4215943037309,T,214
2020-05-19,4034741646623042,T,940
2017-09-28,4590788239381679677,F,68
2019-09-27,3595736892788674,R,454
2018-05-06,3549026992377157,E,780
2020-01-05,3566772075429138,E,682
2017-10-29,4419286275557876,T,616
2019-06-29,30555373059689,C,226
2017-10-27,342651745272358,F,709
2020-05-25,2270843265457848,F,123
2019-01-11,2223752342857086,F,951
2018-03-28,6011940611472102,C,530
2019-04-21,344930305544846,C,421
2017-12-26,502028546575,T,813
2017-12-02,3506259875168614,C,162
2019-02-25,3595681983879067,E,775
2017-10-14,213155593670149,R,560
2020-04-23,6541236862106815,C,526
2017-11-02,4214264564363485,E,594
2018-10-03,6011559886060770,C,96
2020-06-11,38966849562838,C,303
2020-08-21,349782678955678,B,425
2019-11-28,6562402920832065,R,411
2020-04-01,30150490174866,E,71
2018-01-12,30358207974771,B,682
2020-03-15,180060883562643,R,567
2017-09-21,676135334560,B,937
2020-07-02,180079972456475,B,515
2020-01-30,3512718603280944,E,995
2020-01-05,2275634004603395,T,303
2018-04-03,376755507292501,R,465
2020-07-11,3527739925918683,B,982
2019-01-27,3517521682787119,E,964
2019-09-18,4748711969710004,F,461
2018-09-20,4059850979279188344,C,343
2018-03-31,6011652252804747,E,876
2018-09-04,30459876974223,E,991
2019-03-07,38724090325318,F,221
2020-02-12,180064008521807,F,763
2018-09-22,3520861852540012,R,382
2020-01-24,4459866928286816,F,175
2020-04-09,571972647382,R,799
2018-12-03,630404553798,E,847
2020-06-26,2261315754222281,B,814
2018-03-24,4595018104430330,E,69
2017-09-24,3561107816497174,C,125
2019-11-25,3522488255853376,F,838
2020-07-31,4510760783005,C,868
2018-02-13,2544367227894005,T,275
2019-06-21,6515347976873026,C,634
2018-01-07,2720992807587590,T,939
2018-11-17,3597066389990676,R,371
2018-05-14,3547114740267730,B,26
2018-05-27,2708103590299379,R,880
2018-12-12,2245513577588364,B,710
2020-01-27,4656674730112944,B,498
2018-08-31,6598006877635815,E,5
2018-05-31,180001081622532,R,348
2019-06-12,4509049559896266,F,570
2019-05-14,676246005745,R,216
2019-07-02,30310711061520,C,802
2019-10-29,676330705259,E,431
2018-11-13,4687869470089004,B,195
2019-05-18,4380147712238444,T,880
2018-04-19,639048595685,F,265
2020-06-08,3537282703776666,R,160
2020-06-23,213183098733337,R,517
2018-04-10,30099818029643,F,478
2020-08-27,30476270764661,F,356
2019-11-18,3528472191821790,R,500
2018-09-23,581146857692,B,837
2020-04-14,6509087093209898,B,284
2017-11-09,2273743858839625,T,292
2018-04-21,586771225610,R,698
2019-02-17,4275611597050867,C,327
2018-03-24,3568239471068124,E,576
2019-12-24,3539353288669473,C,31
2020-06-25,3527081242844742,R,963
2019-06-17,4800128097622,T,497
2018-02-09,6574265698771310,B,393
2020-02-13,4850877970065,R,35
2019-01-27,4308193805671,E,888
2018-03-18,4788870577133,F,695
2019-12-28,4594824508301,E,321
2019-01-04,4277073428773704,T,494
2018-11-03,4629476757755014315,F,320
2019-02-17,180021926217546,R,227
2019-07-13,4768123737635,C,854
2017-12-03,30217646054563,R,167
2018-11-24,4627652180959761492,B,131
2020-01-14,4394587492805,R,401
2019-10-11,586407646106,E,372
2020-03-31,676341403209,T,82
2019-06-28,3564242030601926,E,108
2017-11-25,345633074008881,T,376
2020-07-26,345385232290717,C,808
2019-09-19,3530112224901153,C,579
2018-11-14,3552306406668282,R,90
2019-08-05,3512180694408779,B,80
2019-08-04,377029653383541,T,943
2018-01-19,2720404486916702,B,5
2019-01-09,4231933524882469735,E,48
2018-07-08,2247714969301469,B,476
2018-03-18,3518491813911922,T,831
2018-01-14,4126936272730,C,290
2020-01-28,4581067979256961,F,664
2018-10-01,4730872690438651789,F,282
2018-01-27,4758787223242320,F,109
2019-11-28,4566951896261,F,46
2018-02-13,3591711708603353,T,61
2019-06-30,574654131410,E,865
2018-03-29,4381415238179,B,883
2019-08-21,4889480256171044,B,905
2018-05-09,3502550686362469,C,920
2019-04-12,2225238065342165,F,581
2018-06-08,3540928680999284,B,445
2017-12-27,4679680720882,F,409
2019-04-02,3583067988930093,R,933
2018-06-13,2221326566601751,R,709
2019-05-05,4097274452785733,T,494
2017-11-30,213185462559669,C,924
2020-03-30,3540395580466360,B,250
2019-07-20,3559655378815054,B,841
2019-01-30,3567082663892344,C,369
2019-07-12,5276267212762430,B,687
2020-06-01,4914715840325018607,F,136
2018-09-21,4772002196224889,R,330
2020-05-28,3504006283636233,E,561
2019-07-24,2278008391470568,E,112
2018-12-31,30207009842993,E,783
2018-05-01,4498441671624267784,C,366
2017-09-29,6011790535175301,R,603
2018-01-02,6508943892896304,T,870
2019-05-21,639094452625,T,122
2019-07-12,4967410611066782982,E,174
2018-08-09,4855162746166731,E,816
2018-05-07,4499134864899437253,F,928
2020-03-07,378975185718753,B,331
2020-04-23,4924607012902675569,R,16
2019-02-27,2720898027794033,R,567
2019-10-27,3549711107578308,B,835
2019-01-14,36321525139539,T,918
2018-04-27,213154542051576,C,274
2017-09-28,3584271926349643,T,587
2018-01-06,3583435332536413,R,37
2019-10-11,30342052104312,B,176
2018-12-17,3532372700675873,R,442
2019-11-30,572938303672,C,502
2018-10-07,503890902649,E,486
2019-12-04,30177049406036,F,307
2019-10-09,4873194614692397,E,758
2019-02-25,373536272463037,B,123
2019-11-28,346530593559874,R,453
2020-02-14,3576655480179018,F,849
2019-06-12,3562242121434700,T,180
2020-05-15,3510856218453209,E,270
2018-01-12,30297297562569,B,457
2020-02-06,3560173821724284,B,6
2019-04-26,180034537439292,F,411
2017-10-05,4818195236972,T,555
2020-05-21,3536341638204243,F,174
2020-05-12,30352658150551,F,607
2019-09-15,060489505945,B,501
2019-05-21,4699910259832509984,T,568
2020-05-21,3521080364865598,R,736
2018-05-12,349993199668365,F,313
2020-03-14,3523673572980700,E,586
2020-05-16,6581886926807005,C,694
2019-06-17,3509176606507406,R,58
2019-09-16,3542451557336017,R,990
2018-01-11,4510597821837218,B,771
2019-04-15,3591120383640088,E,424
2019-09-29,30320347755874,C,730
2019-09-18,36018444954218,E,783
2019-02-01,6545290796674691,E,728
2020-02-09,4613559139429,E,848
2018-02-24,4738891737223316,E,206
2020-02-11,3590799946728943,B,207
2018-11-15,3555731784322060,B,777
2019-12-23,4667290865270,B,253
2019-09-16,379233172713810,C,729
2017-10-09,4895234002279905494,F,683
2019-07-06,4973747029794606534,R,105
2020-01-04,6596451182188211,T,298
2018-06-08,4570697285044534306,E,759
2018-03-16,4378892556454524214,C,596
2017-12-27,2287552747136844,C,772
2018-01-01,2295035753657341,F,955
2020-05-28,180059313576868,C,662
2017-11-04,4880033883462291,R,301
2020-09-11,6011437424767349,B,29
2019-05-08,6011460612870949,E,723
2018-12-19,213133117269813,F,775
2020-02-06,4448237195299995,T,378
2020-05-13,30224130382070,C,451
2019-01-06,4321973365609116,B,49
2020-07-20,4821839131187,T,744
2019-10-12,30068700740377,R,452
2017-11-02,676162667361,C,692
2018-02-23,4925989871487664,B,785
2018-11-15,501893620713,T,926
2019-07-26,4198997678603201,B,113
2017-10-24,344712405218178,E,985
2019-06-17,4979897480395605,R,750
2019-03-06,6538971373426022,E,101
2019-01-04,3591551398115312,C,118
2018-07-29,6011747229414115,T,265
2017-12-17,30401143801862,T,417
2019-12-25,3523500075593203,B,55
2018-05-06,344781178772281,T,908
2019-10-10,4599737374531875,F,758
2019-03-05,180078111401145,E,529
2020-08-03,38437977295351,F,736
2018-11-18,3558713921541734,R,952
2017-10-16,4801783636164981822,F,85
2020-09-11,6011270657370139,B,797
2018-12-18,6507573272004079,T,597
2020-01-13,3520154057868226,B,201
2020-07-08,4422641401347045,E,125
2018-09-03,5410152916172002,R,740
2020-01-25,4758964721982349,F,882
2019-04-21,4468208093563936,T,745
2019-09-03,4978876052120,C,121
2020-03-19,4145131578733,B,869
2017-10-30,4071190778283064,E,276
2020-03-08,4005187348870603,B,820
2019-05-22,342095693659457,F,13
2020-01-14,502069592355,R,938
2019-12-08,4590358349517091257,R,411
2019-11-21,180000763731025,T,650
2020-04-17,569417969791,B,309
2019-04-27,213141317023906,C,400
2020-03-02,38794190018741,B,176
2017-12-14,4818213053003,C,387
2017-11-24,503845877573,R,67
2018-01-04,4558198977178,C,904
2019-02-28,4291361159095826937,F,838
2020-07-31,4218239039188010,T,577
2017-12-08,213126463658068,C,699
2018-04-02,4466086279584,F,789
2018-03-06,213115964277643,E,16
2020-06-13,3542653618969120,B,1
2020-05-22,2701167854824039,R,563
2020-09-01,3501118556200663,T,811
2018-11-05,30318950739961,R,442
2018-12-14,4792690323272,B,578
2019-11-19,345422411721871,F,772
2019-01-22,2292983287979546,E,988
2020-05-15,5137396477267337,B,289
2019-06-20,2254104078020970,R,604
2018-02-14,38517003837746,R,971
2017-12-28,3540907480592465,T,188
2017-11-13,4783278954190796,T,998
2020-01-10,3578325911872288,F,254
2020-03-07,6011707011830902,B,307
2018-04-29,4505972561510886,F,659
2018-07-30,4693964061924668951,R,407
2019-02-28,213135573494959,R,89
2018-10-30,4932303215016,E,632
2019-12-20,3594170618716960,T,515
2018-02-11,4598411908147639,E,363
2020-02-27,213159243617625,E,191
2018-12-29,4800033401772483,B,183
2019-10-20,374651233072386,E,743
2018-09-09,2239338653227747,C,888
2020-06-01,4565438405827412,R,611
2019-01-29,180012288145896,B,793
2020-03-06,347377286656347,T,263
2019-08-25,30526522652575,E,341
2019-06-15,6559567612656033,B,371
2020-01-02,4965836406458036,T,286
2020-02-07,30183598025623,T,609
2019-11-05,4288143535385259,B,483
2019-07-09,4580453292051,R,693
2018-01-29,3591595495250688,T,321
2018-11-05,676219254098,B,272
2019-03-03,4626122367014279,F,62
2019-01-02,4014485236985,B,165
2019-07-30,36244573435718,E,137
2018-03-10,502043913537,R,925
2018-05-09,3573108620707473,T,560
2019-05-07,3529547699558488,E,897
2018-10-17,4112231719650713,C,219
2020-04-15,3555361732784714,E,347
2017-10-17,6011654800030684,E,693
2019-09-20,30487887287673,B,958
2020-05-28,4113054905128303726,R,955
2020-04-03,30425925138565,T,569
2019-10-14,4606100039828213,T,544
2018-08-18,676139572447,F,115
2019-03-20,30366022836851,B,260
2020-06-12,4614177606005458,C,380
2020-04-10,4977583088245,R,538
2019-05-13,675960870920,R,116
2020-02-05,4006638829400505363,E,6
2017-09-17,180026225573135,F,15
2018-06-19,2524616484645987,F,567
2019-05-18,589461931604,R,779
2019-04-28,3569144300013102,F,514
2017-09-22,3549637950481318,B,532
2017-11-12,4600681564415613,T,61
2018-09-24,6011933236611162,F,460
2019-09-14,4550677196338108,C,563
2018-12-12,30193153793317,E,919
2019-10-24,5285914042096443,C,973
2018-09-10,213178950149614,F,481
2020-03-21,36788080754672,E,925
2020-08-29,213102758197930,R,855
2019-04-25,3530057103607993,B,260
2020-02-10,3573201414751573,E,179
2020-02-17,6519728289166529,B,786
2019-01-15,4118200162831223,E,884
2017-11-29,6011986637207147,F,213
2019-08-30,4485293278680951,R,764
2019-05-30,4116631736436789008,R,286
2019-07-09,6583292125006663,E,758
2018-12-28,3501214023772861,F,895
2018-04-06,3588787747694434,C,741
2017-12-11,3529383509551970,F,238
2020-01-30,4554135544656933,E,418
2018-02-05,3510496471935087,F,324
2017-11-09,180036103885964,E,564
2020-07-24,4184071864059580,R,367
2018-07-11,370959473874427,T,403
2018-09-08,6011548992045304,R,45
2019-05-02,30284395962412,E,554
